record_id,station_id,plant,region,gas_type,supply_date,supply_volume,revenue,status
5898,S6898,Plant_C,North,CNG,2023-12-06,914.78,,Active
5899,S6899,Plant_B,North,CNG,2023-07-23,,,
5900,S6900,Plant_B,West,CNG,2023-10-04,,406.81,Active
5901,S6901,Plant_B,North,PNG,2023-06-22,731.15,,
5902,S6902,Plant_A,South,CNG,2023-10-08,258.61,,Active
5903,S6903,Plant_D,West,PNG,2023-03-02,,404.57,Active
5904,S6904,Plant_D,West,,2023-01-17,932.47,107.07,Active
5905,S6905,Plant_B,East,,2023-07-13,650.49,261.21,Active
5906,S6906,Plant_C,North,LNG,2023-09-14,678.65,,Inactive
5907,S6907,Plant_D,North,LNG,2023-04-18,,,Inactive
5908,S6908,Plant_D,,CNG,2023-06-21,,,Active
5909,S6909,Plant_C,West,LNG,2023-09-01,258.73,,
5910,S6910,Plant_D,East,,2023-11-05,,,
5911,S6911,Plant_A,South,PNG,2023-07-25,794.6,,Active
5912,S6912,Plant_D,East,PNG,2023-10-10,,,Inactive
5913,S6913,Plant_A,,CNG,2023-01-14,,,Active
5914,S6914,Plant_D,,CNG,2023-01-15,771.73,,
5915,S6915,Plant_B,South,PNG,2023-02-11,634.5,393.77,Active
5916,S6916,Plant_B,North,CNG,2023-12-25,201.57,,Active
5917,S6917,Plant_C,East,PNG,2023-06-03,,422.17,Active
5918,S6918,Plant_A,South,PNG,2023-09-17,796.8,417.24,Inactive
5919,S6919,Plant_D,,CNG,2023-09-04,479.12,,Inactive
5920,S6920,Plant_D,,,2023-12-27,689.53,414.28,Inactive
5921,S6921,Plant_B,,LNG,2023-04-04,,,Active
5922,S6922,Plant_C,West,CNG,2023-10-15,920.18,,Active
5923,S6923,Plant_A,South,CNG,2023-11-18,,393.28,Active
5924,S6924,Plant_D,,,2023-03-25,210.84,390.22,Inactive
5925,S6925,Plant_B,South,CNG,2023-05-21,198.09,,Active
5926,S6926,Plant_A,East,CNG,2023-01-21,990.26,,Active
5927,S6927,Plant_A,,LNG,2023-11-22,,,
5928,S6928,Plant_B,,LNG,2023-05-15,800.86,109.22,Inactive
5929,S6929,Plant_D,West,,2023-02-26,,251.17,Inactive
5930,S6930,Plant_B,West,CNG,2023-10-01,315.12,221.9,Active
5931,S6931,Plant_C,North,PNG,2023-06-14,,372.4,
5932,S6932,Plant_B,,CNG,2023-11-14,,283.62,
5933,S6933,Plant_C,,PNG,2023-07-13,674.57,,
5934,S6934,Plant_A,East,LNG,2023-05-26,,150.18,
5935,S6935,Plant_C,North,CNG,2023-03-15,,70.81,Inactive
5936,S6936,Plant_A,South,CNG,2023-07-27,705.09,387.91,Active
5937,S6937,Plant_B,North,CNG,2023-01-04,905.63,,Inactive
5938,S6938,Plant_C,West,,2023-03-04,632.36,92.26,Inactive
5939,S6939,Plant_A,East,LNG,2023-10-07,,,Inactive
5940,S6940,Plant_C,North,CNG,2023-04-20,972.86,56.34,
5941,S6941,Plant_B,West,CNG,2023-09-25,,308.27,Active
5942,S6942,Plant_B,South,LNG,2023-06-08,292.97,,Inactive
5943,S6943,Plant_A,South,PNG,2023-03-04,,406.93,
5944,S6944,Plant_B,North,PNG,2023-11-11,868.99,232.65,Active
5945,S6945,Plant_D,,CNG,2023-08-15,,,Inactive
5946,S6946,Plant_D,North,,2023-10-05,296.28,,Active
5947,S6947,Plant_C,West,,2023-07-09,622.98,,
5948,S6948,Plant_B,,LNG,2023-02-05,796.65,129.13,
5949,S6949,Plant_A,South,CNG,2023-09-09,507.03,,Active
5950,S6950,Plant_C,,,2023-04-22,781.72,,
5951,S6951,Plant_D,West,,2023-10-18,334.49,218.46,Active
5952,S6952,Plant_D,,PNG,2023-06-22,,275.93,
5953,S6953,Plant_A,South,LNG,2023-03-18,700.31,462.73,Active
5954,S6954,Plant_C,East,CNG,2023-07-26,,,
5955,S6955,Plant_D,North,PNG,2023-06-23,,438.6,
5956,S6956,Plant_B,,CNG,2023-08-21,,274.71,Active
5957,S6957,Plant_D,East,,2023-04-05,985.51,,Active
5958,S6958,Plant_D,North,,2023-02-04,419.32,,
5959,S6959,Plant_A,,LNG,2023-03-12,829.54,343.28,
5960,S6960,Plant_D,South,PNG,2023-06-14,,340.52,
5961,S6961,Plant_D,North,CNG,2023-08-04,,,
5962,S6962,Plant_C,East,,2023-06-25,,243.97,
5963,S6963,Plant_D,North,CNG,2023-05-17,,464.39,Active
5964,S6964,Plant_C,North,LNG,2023-01-19,,,
5965,S6965,Plant_A,East,PNG,2023-02-15,,315.26,Inactive
5966,S6966,Plant_B,North,PNG,2023-12-10,621.01,,Inactive
5967,S6967,Plant_D,,CNG,2023-04-09,,,Active
5968,S6968,Plant_B,West,CNG,2023-02-09,,,Active
5969,S6969,Plant_A,West,,2023-03-13,,,
5970,S6970,Plant_C,,LNG,2023-02-19,214.89,152.01,Inactive
5971,S6971,Plant_C,West,CNG,2023-09-24,930.08,240.56,Inactive
5972,S6972,Plant_C,East,LNG,2023-09-13,,186.83,
5973,S6973,Plant_A,,,2023-02-02,688.61,,
5974,S6974,Plant_A,,,2023-03-04,225.38,,
5975,S6975,Plant_A,West,LNG,2023-08-18,585.72,,Active
5976,S6976,Plant_A,South,,2023-01-14,198.34,,Active
5977,S6977,Plant_A,North,PNG,2023-05-25,471.38,476.9,
5978,S6978,Plant_A,East,CNG,2023-07-12,339.51,,Inactive
5979,S6979,Plant_D,North,CNG,2023-11-22,,,
5980,S6980,Plant_B,West,CNG,2023-11-20,,299.37,Inactive
5981,S6981,Plant_B,,,2023-11-10,,348.55,
5982,S6982,Plant_C,West,PNG,2023-06-03,518.28,,Active
5983,S6983,Plant_B,East,LNG,2023-06-25,,438.22,Active
5984,S6984,Plant_B,,CNG,2023-12-20,,446.97,
5985,S6985,Plant_C,West,LNG,2023-05-02,430.66,,Inactive
5986,S6986,Plant_D,West,LNG,2023-04-18,493.38,297.43,
5987,S6987,Plant_C,North,LNG,2023-04-08,,156.7,Active
5988,S6988,Plant_A,North,LNG,2023-01-13,,,Inactive
5989,S6989,Plant_A,West,,2023-01-07,,305.02,Inactive
5990,S6990,Plant_C,North,,2023-12-10,159.94,156.9,Inactive
5991,S6991,Plant_A,South,CNG,2023-09-11,,117.48,
5992,S6992,Plant_C,West,CNG,2023-12-22,,143.1,Active
5993,S6993,Plant_B,,PNG,2023-11-17,161.17,,
5994,S6994,Plant_B,North,LNG,2023-12-24,853.33,366.95,Active
5995,S6995,Plant_A,West,LNG,2023-09-14,,261.17,Active
5996,S6996,Plant_D,East,PNG,2023-06-19,,,Inactive
5997,S6997,Plant_C,West,LNG,2023-03-22,,,Active
5998,S6998,Plant_C,East,CNG,2023-02-20,,170.85,Active
5999,S6999,Plant_B,South,,2023-03-27,,403.04,Active
6000,S7000,Plant_B,South,PNG,2023-07-17,255.99,419.32,Inactive
6001,S7001,Plant_A,,LNG,2023-02-02,728.25,407.38,Inactive
6002,S7002,Plant_D,East,LNG,2023-01-24,200.59,,Inactive
6003,S7003,Plant_C,West,LNG,2023-09-03,985.25,404.67,
6004,S7004,Plant_C,South,,2023-01-28,,,
6005,S7005,Plant_D,West,,2023-12-17,625.22,,Active
6006,S7006,Plant_D,South,PNG,2023-11-21,743.79,,Active
6007,S7007,Plant_C,,PNG,2023-06-25,,273.56,
6008,S7008,Plant_C,East,PNG,2023-04-03,102.57,300.7,Active
6009,S7009,Plant_A,South,LNG,2023-01-25,775.02,126.28,Inactive
6010,S7010,Plant_A,East,CNG,2023-02-16,678.49,,Inactive
6011,S7011,Plant_D,East,PNG,2023-07-13,729.41,,Inactive
6012,S7012,Plant_B,North,PNG,2023-02-17,879.6,,Inactive
6013,S7013,Plant_B,,,2023-07-21,313.2,52.14,
6014,S7014,Plant_D,North,LNG,2023-09-16,,347.4,
6015,S7015,Plant_C,East,CNG,2023-09-02,196.8,,Active
6016,S7016,Plant_C,South,PNG,2023-01-05,,,Inactive
6017,S7017,Plant_C,,CNG,2023-05-12,,,Inactive
6018,S7018,Plant_A,,PNG,2023-09-26,,,
6019,S7019,Plant_C,,CNG,2023-12-01,,,
6020,S7020,Plant_D,,LNG,2023-06-19,534.72,,Active
6021,S7021,Plant_A,West,CNG,2023-08-16,,,
6022,S7022,Plant_C,South,,2023-10-23,805.62,209.79,
6023,S7023,Plant_B,,LNG,2023-07-18,,293.71,
6024,S7024,Plant_D,,PNG,2023-08-05,250.78,418.89,Inactive
6025,S7025,Plant_B,East,,2023-12-04,,,
6026,S7026,Plant_A,,,2023-03-12,405.87,367.8,
6027,S7027,Plant_D,South,PNG,2023-01-03,213.13,,Inactive
6028,S7028,Plant_C,South,,2023-04-14,891.77,215.83,Inactive
6029,S7029,Plant_C,South,LNG,2023-01-28,,,Inactive
6030,S7030,Plant_C,,PNG,2023-11-05,,141.02,Inactive
6031,S7031,Plant_C,West,PNG,2023-07-17,273.56,417.23,
6032,S7032,Plant_A,,CNG,2023-04-25,155.43,492.74,Active
6033,S7033,Plant_A,West,,2023-12-13,935.18,118.64,Inactive
6034,S7034,Plant_C,West,CNG,2023-06-07,527.9,262.6,Active
6035,S7035,Plant_A,,LNG,2023-08-21,,89.14,
6036,S7036,Plant_D,West,,2023-01-24,,,Active
6037,S7037,Plant_C,East,CNG,2023-05-13,161.25,178.18,Inactive
6038,S7038,Plant_B,East,PNG,2023-06-22,,82.45,
6039,S7039,Plant_D,North,CNG,2023-07-14,840.4,,Active
6040,S7040,Plant_A,,PNG,2023-03-08,724.24,,Active
6041,S7041,Plant_D,West,PNG,2023-06-23,290.98,,
6042,S7042,Plant_D,South,LNG,2023-05-24,560.83,104.27,
6043,S7043,Plant_C,South,,2023-02-10,537.05,316.33,
6044,S7044,Plant_B,West,CNG,2023-01-02,,,Inactive
6045,S7045,Plant_D,South,PNG,2023-09-20,,203.18,Active
6046,S7046,Plant_B,West,LNG,2023-12-21,277.78,102.75,Inactive
6047,S7047,Plant_A,West,,2023-07-13,,,
6048,S7048,Plant_A,South,LNG,2023-03-17,892.26,122.2,Inactive
6049,S7049,Plant_B,South,LNG,2023-02-20,,,Active
6050,S7050,Plant_A,South,LNG,2023-10-22,384.32,,Inactive
6051,S7051,Plant_D,,,2023-11-23,691.06,,
6052,S7052,Plant_D,West,CNG,2023-08-28,537.83,,Inactive
6053,S7053,Plant_B,North,PNG,2023-04-16,380.41,403.71,
6054,S7054,Plant_D,South,CNG,2023-08-22,,,Active
6055,S7055,Plant_B,South,PNG,2023-10-03,,60.36,
6056,S7056,Plant_B,,,2023-06-17,118.81,485.09,Inactive
6057,S7057,Plant_B,South,LNG,2023-05-20,,,Active
6058,S7058,Plant_B,West,LNG,2023-11-23,,414.43,Active
6059,S7059,Plant_A,East,PNG,2023-06-14,,,Inactive
6060,S7060,Plant_A,,PNG,2023-09-26,,74.59,Inactive
6061,S7061,Plant_A,West,,2023-06-10,,272.64,Inactive
6062,S7062,Plant_C,West,PNG,2023-11-21,,,Active
6063,S7063,Plant_A,East,LNG,2023-01-26,,,
6064,S7064,Plant_C,West,,2023-06-01,759.34,,
6065,S7065,Plant_A,North,,2023-11-22,880.22,,Active
6066,S7066,Plant_C,North,CNG,2023-01-27,594.26,,Inactive
6067,S7067,Plant_B,West,,2023-03-27,,85.98,
6068,S7068,Plant_D,East,PNG,2023-03-16,429.45,,Active
6069,S7069,Plant_A,East,LNG,2023-11-03,,,Active
6070,S7070,Plant_C,North,,2023-02-08,671.59,339.91,
6071,S7071,Plant_B,South,,2023-06-02,,,Active
6072,S7072,Plant_A,West,CNG,2023-09-02,541.23,,Inactive
6073,S7073,Plant_B,East,,2023-05-22,,203.73,Inactive
6074,S7074,Plant_D,,,2023-08-01,994.84,276.57,Inactive
6075,S7075,Plant_A,South,PNG,2023-06-26,,,Active
6076,S7076,Plant_B,West,LNG,2023-09-25,669.88,73.4,Active
6077,S7077,Plant_A,North,,2023-02-23,,81.4,Active
6078,S7078,Plant_B,North,PNG,2023-12-12,632.7,,Active
6079,S7079,Plant_A,North,LNG,2023-10-25,762.87,,
6080,S7080,Plant_D,North,LNG,2023-06-24,,,Inactive
6081,S7081,Plant_A,East,LNG,2023-06-05,,492.74,
6082,S7082,Plant_C,,LNG,2023-01-16,,431.42,Inactive
6083,S7083,Plant_D,North,CNG,2023-06-17,,,Active
6084,S7084,Plant_C,West,CNG,2023-06-19,331.4,413.8,Inactive
6085,S7085,Plant_A,North,LNG,2023-06-19,,281.0,Active
6086,S7086,Plant_C,South,,2023-04-20,652.6,123.75,Active
6087,S7087,Plant_B,West,,2023-04-10,,,Inactive
6088,S7088,Plant_B,,PNG,2023-12-11,,159.17,Active
6089,S7089,Plant_D,South,PNG,2023-01-19,,157.65,Active
6090,S7090,Plant_C,North,,2023-06-11,195.54,,Active
6091,S7091,Plant_D,North,PNG,2023-11-02,,153.6,Active
6092,S7092,Plant_B,South,PNG,2023-11-11,,365.77,Active
6093,S7093,Plant_C,West,PNG,2023-09-14,,,Active
6094,S7094,Plant_D,South,PNG,2023-07-28,,,Active
6095,S7095,Plant_B,North,LNG,2023-08-26,404.79,,Inactive
6096,S7096,Plant_A,West,,2023-12-08,,,Inactive
6097,S7097,Plant_C,South,,2023-02-06,,,
6098,S7098,Plant_B,West,,2023-09-06,,,Inactive
6099,S7099,Plant_C,East,LNG,2023-04-19,425.29,,
6100,S7100,Plant_B,North,PNG,2023-05-03,155.06,,
6101,S7101,Plant_A,South,PNG,2023-03-08,,,
6102,S7102,Plant_C,South,,2023-03-02,937.73,307.66,Active
6103,S7103,Plant_B,East,LNG,2023-06-09,,293.2,Inactive
6104,S7104,Plant_D,South,,2023-11-16,,251.17,Inactive
6105,S7105,Plant_A,,CNG,2023-09-21,673.62,133.22,Inactive
6106,S7106,Plant_A,,CNG,2023-12-05,783.18,437.77,Active
6107,S7107,Plant_D,East,CNG,2023-06-17,823.95,98.73,
6108,S7108,Plant_B,,LNG,2023-07-26,,,
6109,S7109,Plant_D,South,PNG,2023-11-22,,,
6110,S7110,Plant_C,,LNG,2023-03-14,,,Active
6111,S7111,Plant_D,East,PNG,2023-10-26,658.12,72.7,
6112,S7112,Plant_D,West,CNG,2023-08-23,,158.56,Active
6113,S7113,Plant_C,South,LNG,2023-09-20,141.79,476.09,Inactive
6114,S7114,Plant_A,,,2023-12-02,344.99,171.28,
6115,S7115,Plant_A,South,CNG,2023-10-14,,499.87,Inactive
6116,S7116,Plant_A,East,PNG,2023-02-10,283.29,,Active
6117,S7117,Plant_D,,PNG,2023-08-10,,212.74,Inactive
6118,S7118,Plant_A,West,LNG,2023-09-07,246.81,,Inactive
6119,S7119,Plant_A,,PNG,2023-08-11,,161.6,Inactive
6120,S7120,Plant_D,South,LNG,2023-06-09,,,Inactive
6121,S7121,Plant_B,West,,2023-01-28,701.38,,Inactive
6122,S7122,Plant_B,,LNG,2023-02-26,511.6,225.18,Active
6123,S7123,Plant_D,East,PNG,2023-08-25,,143.69,Inactive
6124,S7124,Plant_A,North,,2023-02-03,,,
6125,S7125,Plant_C,South,,2023-04-26,,,
6126,S7126,Plant_B,,LNG,2023-05-10,,,Active
6127,S7127,Plant_B,West,PNG,2023-05-07,322.39,197.02,Active
6128,S7128,Plant_A,West,LNG,2023-06-14,,,Inactive
6129,S7129,Plant_A,North,,2023-06-11,,460.63,
6130,S7130,Plant_C,,,2023-02-23,746.65,,Inactive
6131,S7131,Plant_A,East,,2023-07-02,925.88,,
6132,S7132,Plant_B,West,PNG,2023-01-04,592.84,342.04,Inactive
6133,S7133,Plant_A,North,LNG,2023-02-28,992.41,,Inactive
6134,S7134,Plant_C,,,2023-05-17,741.96,268.34,
6135,S7135,Plant_A,South,,2023-11-28,936.29,,Active
6136,S7136,Plant_A,South,PNG,2023-08-27,,,
6137,S7137,Plant_B,North,LNG,2023-07-28,,99.39,Active
6138,S7138,Plant_C,East,LNG,2023-06-07,,,Inactive
6139,S7139,Plant_C,East,LNG,2023-01-14,,,Active
6140,S7140,Plant_C,,CNG,2023-12-06,,184.13,Inactive
6141,S7141,Plant_C,,,2023-09-02,883.23,263.98,Inactive
6142,S7142,Plant_A,West,LNG,2023-06-04,655.53,95.96,Inactive
6143,S7143,Plant_B,South,CNG,2023-10-18,,,
6144,S7144,Plant_D,East,,2023-10-15,374.77,81.74,Active
6145,S7145,Plant_A,West,LNG,2023-09-19,,,
6146,S7146,Plant_B,,LNG,2023-03-05,835.83,177.55,Active
6147,S7147,Plant_A,West,,2023-08-12,882.41,129.44,Inactive
6148,S7148,Plant_B,West,CNG,2023-02-21,632.73,,Active
6149,S7149,Plant_C,South,CNG,2023-04-06,587.26,146.57,Inactive
6150,S7150,Plant_A,North,LNG,2023-07-23,371.43,139.44,
6151,S7151,Plant_D,South,,2023-02-21,789.22,,Inactive
6152,S7152,Plant_D,East,CNG,2023-08-11,,,Inactive
6153,S7153,Plant_D,West,CNG,2023-03-16,971.68,371.7,Active
6154,S7154,Plant_D,South,PNG,2023-12-14,831.67,,Active
6155,S7155,Plant_C,West,,2023-05-20,,115.84,Inactive
6156,S7156,Plant_C,East,LNG,2023-08-23,,238.22,
6157,S7157,Plant_B,,PNG,2023-04-08,,,Inactive
6158,S7158,Plant_C,North,LNG,2023-02-09,,,
6159,S7159,Plant_A,East,PNG,2023-07-28,,,Inactive
6160,S7160,Plant_A,West,,2023-04-27,,154.31,Active
6161,S7161,Plant_C,East,PNG,2023-03-21,888.49,62.2,Inactive
6162,S7162,Plant_C,South,LNG,2023-10-03,,215.98,Active
6163,S7163,Plant_A,North,LNG,2023-08-01,112.36,,Active
6164,S7164,Plant_B,North,LNG,2023-06-13,926.91,,Inactive
6165,S7165,Plant_C,East,,2023-05-12,,296.49,Active
6166,S7166,Plant_C,East,,2023-05-09,753.42,252.83,Active
6167,S7167,Plant_C,,CNG,2023-01-25,,428.72,Inactive
6168,S7168,Plant_D,,PNG,2023-10-14,399.2,,Active
6169,S7169,Plant_A,South,PNG,2023-08-11,,462.39,Inactive
6170,S7170,Plant_D,,,2023-10-12,,,
6171,S7171,Plant_D,North,LNG,2023-09-13,,212.6,Active
6172,S7172,Plant_D,East,PNG,2023-09-22,,104.61,Inactive
6173,S7173,Plant_D,South,,2023-12-09,458.6,,Inactive
6174,S7174,Plant_D,,LNG,2023-03-20,,,Active
6175,S7175,Plant_C,South,,2023-08-16,173.95,173.09,Inactive
6176,S7176,Plant_A,East,PNG,2023-05-16,722.78,,
6177,S7177,Plant_D,North,LNG,2023-12-17,,425.12,
6178,S7178,Plant_C,North,,2023-11-26,164.35,302.18,Active
6179,S7179,Plant_A,,CNG,2023-10-02,,252.42,Active
6180,S7180,Plant_D,,CNG,2023-08-25,,,Inactive
6181,S7181,Plant_D,North,,2023-09-21,,,
6182,S7182,Plant_C,South,CNG,2023-08-16,679.33,,
6183,S7183,Plant_D,South,LNG,2023-07-14,718.99,231.41,
6184,S7184,Plant_A,South,LNG,2023-10-12,,124.8,Active
6185,S7185,Plant_C,East,LNG,2023-09-17,,170.8,Inactive
6186,S7186,Plant_B,East,LNG,2023-01-22,737.86,,
6187,S7187,Plant_B,South,CNG,2023-04-27,,483.98,Inactive
6188,S7188,Plant_C,,CNG,2023-03-23,,171.56,Inactive
6189,S7189,Plant_C,West,LNG,2023-04-02,,,
6190,S7190,Plant_B,North,,2023-07-01,,112.07,Inactive
6191,S7191,Plant_A,South,LNG,2023-01-22,,,Inactive
6192,S7192,Plant_A,West,,2023-07-02,413.71,484.19,Active
6193,S7193,Plant_C,,LNG,2023-09-24,767.9,409.53,Inactive
6194,S7194,Plant_D,South,CNG,2023-01-04,437.96,,Active
6195,S7195,Plant_B,North,LNG,2023-09-11,898.63,150.53,Inactive
6196,S7196,Plant_D,East,PNG,2023-12-24,670.61,,Active
6197,S7197,Plant_D,,CNG,2023-07-23,519.8,,Inactive
6198,S7198,Plant_C,North,PNG,2023-02-20,786.12,,
6199,S7199,Plant_A,West,PNG,2023-10-14,,227.71,
6200,S7200,Plant_C,South,CNG,2023-09-02,,,Active
6201,S7201,Plant_A,East,PNG,2023-12-07,,444.72,Active
6202,S7202,Plant_B,West,LNG,2023-02-07,,,
6203,S7203,Plant_C,North,PNG,2023-05-03,262.99,,
6204,S7204,Plant_C,North,PNG,2023-07-01,789.88,181.44,Active
6205,S7205,Plant_A,East,,2023-09-03,,,Inactive
6206,S7206,Plant_B,West,CNG,2023-04-08,,445.56,Inactive
6207,S7207,Plant_C,North,LNG,2023-11-20,,,
6208,S7208,Plant_D,North,,2023-05-23,291.81,369.66,Inactive
6209,S7209,Plant_C,North,LNG,2023-06-19,,445.03,Active
6210,S7210,Plant_D,East,CNG,2023-04-17,,73.45,
6211,S7211,Plant_D,,PNG,2023-10-17,796.42,,
6212,S7212,Plant_C,East,LNG,2023-08-02,435.89,426.01,Active
6213,S7213,Plant_D,South,PNG,2023-05-06,127.81,,Active
6214,S7214,Plant_A,East,,2023-06-03,439.42,486.35,
6215,S7215,Plant_D,North,,2023-05-08,698.45,165.1,Active
6216,S7216,Plant_A,,CNG,2023-08-12,927.08,161.14,Inactive
6217,S7217,Plant_D,,,2023-02-26,120.87,226.75,Active
6218,S7218,Plant_A,,,2023-11-19,759.93,,Active
6219,S7219,Plant_A,North,,2023-06-08,481.06,,Inactive
6220,S7220,Plant_A,East,PNG,2023-08-11,,,Active
6221,S7221,Plant_A,South,CNG,2023-12-16,,,Active
6222,S7222,Plant_A,,CNG,2023-05-12,970.36,,Active
6223,S7223,Plant_A,East,CNG,2023-01-13,,60.5,
6224,S7224,Plant_D,North,,2023-03-05,781.85,287.46,
6225,S7225,Plant_A,South,LNG,2023-03-17,,,Inactive
6226,S7226,Plant_D,West,PNG,2023-09-14,,,Active
6227,S7227,Plant_D,North,CNG,2023-02-06,960.86,,
6228,S7228,Plant_B,West,,2023-08-23,,224.58,Inactive
6229,S7229,Plant_D,West,,2023-06-13,569.72,,Active
6230,S7230,Plant_A,,,2023-10-09,225.63,,Inactive
6231,S7231,Plant_D,North,CNG,2023-08-14,,,Inactive
6232,S7232,Plant_A,North,,2023-06-06,,,Active
6233,S7233,Plant_B,East,LNG,2023-03-19,,355.42,Inactive
6234,S7234,Plant_D,,PNG,2023-12-06,636.01,,Active
6235,S7235,Plant_C,South,CNG,2023-01-28,602.92,403.54,Inactive
6236,S7236,Plant_A,East,LNG,2023-05-04,833.48,,
6237,S7237,Plant_C,East,PNG,2023-08-15,658.23,238.01,Inactive
6238,S7238,Plant_A,South,LNG,2023-06-18,159.91,301.92,Active
6239,S7239,Plant_D,,CNG,2023-01-27,134.91,,Active
6240,S7240,Plant_A,West,PNG,2023-03-11,,135.96,Inactive
6241,S7241,Plant_C,North,,2023-05-26,,349.14,
6242,S7242,Plant_A,East,,2023-10-05,,,Active
6243,S7243,Plant_C,,LNG,2023-11-21,342.07,363.15,
6244,S7244,Plant_C,South,PNG,2023-10-17,927.1,143.06,Inactive
6245,S7245,Plant_C,South,,2023-05-18,,498.49,Active
6246,S7246,Plant_D,East,PNG,2023-05-08,622.62,213.62,Active
6247,S7247,Plant_A,East,LNG,2023-09-01,383.28,358.61,Inactive
6248,S7248,Plant_B,South,,2023-03-06,,,
6249,S7249,Plant_D,East,,2023-12-01,,339.0,Inactive
6250,S7250,Plant_A,North,,2023-08-02,900.31,407.52,
6251,S7251,Plant_D,,,2023-11-17,263.4,,
6252,S7252,Plant_C,West,CNG,2023-03-22,745.04,,Inactive
6253,S7253,Plant_C,,LNG,2023-03-08,,439.45,
6254,S7254,Plant_B,South,CNG,2023-01-04,149.39,308.82,
6255,S7255,Plant_C,North,,2023-12-12,,422.13,Inactive
6256,S7256,Plant_A,South,PNG,2023-04-15,380.71,396.38,
6257,S7257,Plant_B,East,LNG,2023-06-11,555.0,237.02,
6258,S7258,Plant_B,North,LNG,2023-03-12,344.44,,Active
6259,S7259,Plant_D,,PNG,2023-05-12,,,Active
6260,S7260,Plant_D,,,2023-10-06,,354.84,
6261,S7261,Plant_C,South,CNG,2023-05-24,827.21,137.28,
6262,S7262,Plant_D,North,CNG,2023-11-28,,,Active
6263,S7263,Plant_A,East,PNG,2023-09-21,,267.98,Inactive
6264,S7264,Plant_A,West,CNG,2023-12-20,531.59,,Active
6265,S7265,Plant_D,,LNG,2023-12-17,,,Inactive
6266,S7266,Plant_A,South,,2023-05-21,876.38,,Inactive
6267,S7267,Plant_C,,,2023-02-13,,383.48,Inactive
6268,S7268,Plant_B,West,PNG,2023-05-12,,253.87,
6269,S7269,Plant_A,,PNG,2023-12-26,287.09,,Inactive
6270,S7270,Plant_C,East,CNG,2023-11-05,,,
6271,S7271,Plant_A,,CNG,2023-03-20,795.4,,
6272,S7272,Plant_A,South,CNG,2023-03-10,,414.16,
6273,S7273,Plant_A,East,PNG,2023-11-17,804.95,,Inactive
6274,S7274,Plant_C,,CNG,2023-06-03,,229.79,
6275,S7275,Plant_D,South,CNG,2023-03-10,,,
6276,S7276,Plant_D,South,,2023-02-09,,476.92,Inactive
6277,S7277,Plant_B,West,LNG,2023-09-18,,,Active
6278,S7278,Plant_D,,LNG,2023-12-04,,189.94,
6279,S7279,Plant_B,West,PNG,2023-03-20,933.4,64.62,
6280,S7280,Plant_A,South,CNG,2023-10-14,734.46,,Inactive
6281,S7281,Plant_B,,,2023-11-13,237.27,,Inactive
6282,S7282,Plant_D,West,PNG,2023-03-21,769.16,475.09,
6283,S7283,Plant_C,South,LNG,2023-11-10,863.34,,Inactive
6284,S7284,Plant_A,East,CNG,2023-05-01,,,Active
6285,S7285,Plant_A,,PNG,2023-04-19,446.16,245.87,
6286,S7286,Plant_D,,,2023-05-11,552.78,,
6287,S7287,Plant_C,North,LNG,2023-05-28,808.02,,
6288,S7288,Plant_D,West,PNG,2023-12-28,405.84,252.73,Inactive
6289,S7289,Plant_C,East,PNG,2023-11-26,404.05,487.96,Active
6290,S7290,Plant_B,South,LNG,2023-12-23,,268.48,Inactive
6291,S7291,Plant_D,South,PNG,2023-09-25,171.67,,
6292,S7292,Plant_D,South,,2023-02-23,,,
6293,S7293,Plant_A,West,PNG,2023-09-11,,258.04,
6294,S7294,Plant_D,North,,2023-07-14,,215.35,Inactive
6295,S7295,Plant_B,South,CNG,2023-12-18,805.33,358.11,Active
6296,S7296,Plant_A,,,2023-06-07,,,
6297,S7297,Plant_D,North,LNG,2023-07-21,664.26,,
6298,S7298,Plant_A,,PNG,2023-08-07,642.52,401.45,Active
6299,S7299,Plant_D,East,PNG,2023-11-21,,,
6300,S7300,Plant_B,South,PNG,2023-07-18,,308.49,Inactive
6301,S7301,Plant_C,South,,2023-11-20,893.14,155.98,Active
6302,S7302,Plant_B,South,PNG,2023-02-09,505.68,473.52,Inactive
6303,S7303,Plant_D,North,LNG,2023-04-01,260.47,476.24,Inactive
6304,S7304,Plant_D,,,2023-03-02,159.09,339.75,Inactive
6305,S7305,Plant_A,West,CNG,2023-09-07,,330.79,Active
6306,S7306,Plant_C,East,PNG,2023-12-12,,,
6307,S7307,Plant_A,West,CNG,2023-11-21,,,Active
6308,S7308,Plant_C,South,LNG,2023-01-05,,,
6309,S7309,Plant_B,,PNG,2023-01-04,,,
6310,S7310,Plant_B,,CNG,2023-01-16,,156.57,Active
6311,S7311,Plant_D,South,,2023-01-24,,,Active
6312,S7312,Plant_A,South,CNG,2023-04-16,267.46,,Inactive
6313,S7313,Plant_C,East,LNG,2023-04-16,439.15,95.98,
6314,S7314,Plant_B,North,LNG,2023-05-26,,,Inactive
6315,S7315,Plant_C,East,PNG,2023-11-09,,168.28,Inactive
6316,S7316,Plant_D,North,LNG,2023-02-09,922.62,,
6317,S7317,Plant_A,,CNG,2023-01-01,,251.0,
6318,S7318,Plant_B,East,,2023-05-28,,418.45,Active
6319,S7319,Plant_A,West,CNG,2023-11-06,340.24,,Inactive
